1	6403	6403	0.000000	64.909684
2	4747	4747	0.000000	46.626896
3	3118	3118	0.000000	38.897374
4	3089	3089	0.000000	57.192468
5	3186	3186	0.000000	49.626341
6	4669	4669	0.000000	65.035482
7	3381	3381	0.000000	59.211796
8	3039	3039	0.000000	56.151435
9	3429	3429	0.000000	50.777903
10	7843	7843	0.000000	47.894026
11	7683	7683	0.000000	48.665452
12	5375	5375	0.000000	44.192251
13	5570	5570	0.000000	63.243360
14	7025	7025	0.000000	57.269863
15	5046	5046	0.000000	52.242179
16	6936	6936	0.000000	41.023123
17	7948	7948	0.000000	64.131661
18	6538	6538	0.000000	46.312864
19	5609	5609	0.000000	39.968747
20	6144	6144	0.000000	61.913362
21	6451	6451	0.000000	60.150931
22	6289	6289	0.000000	50.704649
23	5746	5746	0.000000	58.604868
24	4886	4886	0.000000	44.224218
25	6830	6830	0.000000	58.485703
26	6140	6140	0.000000	52.564326
27	7237	7237	0.000000	57.633615
28	5256	5256	0.000000	43.555229
29	5613	5613	0.000000	52.810095
30	3493	3493	0.000000	53.720190
31	2390	2390	0.000000	51.357715
32	3411	3411	0.000000	48.857456
34	3764	3764	0.000000	49.201465
35	3726	3726	0.000000	52.301818
36	3403	3403	0.000000	52.941051
37	3183	3183	0.000000	48.417506
38	2684	2684	0.000000	42.108566
39	2988	2988	0.000000	36.123008
40	2616	2616	0.000000	54.412196
41	3764	3764	0.000000	44.070389
42	2986	2986	0.000000	41.590141
43	2536	2536	0.000000	53.488679
44	2306	2306	0.000000	52.565616
45	2794	2794	0.000000	60.436195
46	3150	3150	0.000000	57.967897
47	3121	3121	0.000000	42.121392
48	3513	3513	0.000000	60.151414
49	2909	2909	0.000000	62.467847
50	2913	2913	0.000000	55.008636
51	3469	3469	0.000000	51.667501
52	3731	3731	0.000000	54.657268
53	4194	4194	0.000000	53.596709
54	2691	2691	0.000000	48.439501
55	2851	2851	0.000000	56.613790
56	3271	3271	0.000000	55.601402
57	3806	3806	0.000000	47.445165
58	3261	3261	0.000000	46.789964
59	4144	4144	0.000000	68.979055
60	4389	4389	0.000000	60.055352
61	3752	3752	0.000000	52.505390
