1	-1	6403	6404	0.000000
2	-1	4747	4748	0.000000
3	-1	3118	3119	0.000000
4	-1	3089	3090	0.000000
5	-1	3186	3187	0.000000
6	-1	4669	4670	0.000000
7	-1	3381	3382	0.000000
8	-1	3039	3040	0.000000
9	-1	3429	3430	0.000000
10	-1	7843	7844	0.000000
11	-1	7683	7684	0.000000
12	-1	5375	5376	0.000000
13	-1	5570	5571	0.000000
14	-1	7025	7026	0.000000
15	-1	5046	5047	0.000000
16	-1	6936	6937	0.000000
17	-1	7948	7949	0.000000
18	-1	6538	6539	0.000000
19	-1	5609	5610	0.000000
20	-1	6144	6145	0.000000
21	-1	6451	6452	0.000000
22	-1	6289	6290	0.000000
23	-1	5746	5747	0.000000
24	-1	4886	4887	0.000000
25	-1	6830	6831	0.000000
26	-1	6140	6141	0.000000
27	-1	7237	7238	0.000000
28	-1	5256	5257	0.000000
29	-1	5613	5614	0.000000
30	-1	3493	3494	0.000000
31	-1	2390	2391	0.000000
32	-1	3411	3412	0.000000
34	-1	3764	3765	0.000000
35	-1	3726	3727	0.000000
36	-1	3403	3404	0.000000
37	-1	3183	3184	0.000000
38	-1	2684	2685	0.000000
39	-1	2988	2989	0.000000
40	-1	2616	2617	0.000000
41	-1	3764	3765	0.000000
42	-1	2986	2987	0.000000
43	-1	2536	2537	0.000000
44	-1	2306	2307	0.000000
45	-1	2794	2795	0.000000
46	-1	3150	3151	0.000000
47	-1	3121	3122	0.000000
48	-1	3513	3514	0.000000
49	-1	2909	2910	0.000000
50	-1	2913	2914	0.000000
51	-1	3469	3470	0.000000
52	-1	3731	3732	0.000000
53	-1	4194	4195	0.000000
54	-1	2691	2692	0.000000
55	-1	2851	2852	0.000000
56	-1	3271	3272	0.000000
57	-1	3806	3807	0.000000
58	-1	3261	3262	0.000000
59	-1	4144	4145	0.000000
60	-1	4389	4390	0.000000
61	-1	3752	3753	0.000000
62	-1	2436	2437	0.000000
63	-1	3475	3476	0.000000
64	-1	3282	3283	0.000000
65	-1	3786	3787	0.000000
66	-1	4120	4121	0.000000
67	-1	3429	3430	0.000000
68	-1	3516	3517	0.000000
69	-1	3669	3670	0.000000
70	-1	3551	3552	0.000000
71	-1	2947	2948	0.000000
72	-1	3013	3014	0.000000
73	-1	4217	4218	0.000000
74	-1	4192	4193	0.000000
75	-1	3137	3138	0.000000
76	-1	3121	3122	0.000000
78	-1	3139	3140	0.000000
79	-1	2919	2920	0.000000
80	-1	3694	3695	0.000000
81	-1	4032	4033	0.000000
82	-1	3540	3541	0.000000
83	-1	3049	3050	0.000000
84	-1	3532	3533	0.000000
85	-1	3484	3485	0.000000
86	-1	2722	2723	0.000000
87	-1	3022	3023	0.000000
89	-1	2261	2262	0.000000
90	-1	3863	3864	0.000000
91	-1	3367	3368	0.000000
92	-1	4206	4207	0.000000
93	-1	2432	2433	0.000000
94	-1	3046	3047	0.000000
95	-1	3391	3392	0.000000
96	-1	3386	3387	0.000000
97	-1	2615	2616	0.000000
98	-1	3163	3164	0.000000
99	-1	2270	2271	0.000000
100	-1	6375	6376	0.000000
101	-1	6072	6073	0.000000
102	-1	4641	4642	0.000000
103	-1	6887	6888	0.000000
104	-1	6132	6133	0.000000
105	-1	6790	6791	0.000000
106	-1	7577	7578	0.000000
107	-1	6019	6020	0.000000
108	-1	9424	9425	0.000000
109	-1	4259	4260	0.000000
110	-1	5934	5935	0.000000
111	-1	7509	7510	0.000000
112	-1	7483	7484	0.000000
113	-1	6500	6501	0.000000
114	-1	7960	7961	0.000000
115	-1	5570	5571	0.000000
116	-1	6192	6193	0.000000
117	-1	6407	6408	0.000000
118	-1	6605	6606	0.000000
119	-1	7538	7539	0.000000
120	-1	6529	6530	0.000000
121	-1	7821	7822	0.000000
122	-1	7238	7239	0.000000
123	-1	8000	8001	0.000000
124	-1	7200	7201	0.000000
125	-1	8727	8728	0.000000
126	-1	8130	8131	0.000000
127	-1	5643	5644	0.000000
128	-1	6665	6666	0.000000
129	-1	4382	4383	0.000000
130	-1	5090	5091	0.000000
131	-1	8047	8048	0.000000
132	-1	6196	6197	0.000000
133	-1	8786	8787	0.000000
134	-1	6323	6324	0.000000
135	-1	5550	5551	0.000000
136	-1	8130	8131	0.000000
137	-1	4081	4082	0.000000
138	-1	6280	6281	0.000000
139	-1	5633	5634	0.000000
140	-1	8816	8817	0.000000
141	-1	5866	5867	0.000000
142	-1	6483	6484	0.000000
143	-1	7505	7506	0.000000
144	-1	4605	4606	0.000000
145	-1	6201	6202	0.000000
